id,topic,language,created_at,source,status,input_text,contains_code,tags,safety_flag,quality_score
2183,healthcare,en,2025-09-30T09:42:41,import,curated,Q2183 (en/healthcare): response trend impact summarize classify explain normalize pipeline predict pipeline analyze classify response Include figure 671 and version 4.5..,0,"creative,howto,summary",0,58.89
2184,healthcare,en,2025-09-17T09:51:41,user,curated,Q2184 (en/healthcare): analyze field predict pipeline compose summarize design prompt.,0,"factual,reasoning",0,20.92
2185,technology,en,2025-05-30T09:53:41,user,draft,Q2185 (en/technology): analyze normalize index embedding index policy policy predict trend index prompt trend trend classify Include figure 11 and version 1.1..,0,"creative,howto,long",1,53.87
2186,finance,fr,2025-09-23T11:08:41,user,rejected,Q2186 (fr/finance): index field benefit token visualize predict pipeline design token analyze classify dataset table Include figure 159 and version 3.9..,0,math,0,54.05
2187,sports,it,2025-09-30T09:30:41,user,draft,Q2187 (it/sports): classify normalize trend risk prompt strategy outline response cost classify Include figure 168 and version 1.6..,0,"code,creative,reasoning",1,41.86
2188,economics,en,2025-06-30T09:32:41,user,curated,Q2188 (en/economics): normalize risk design compose table pipeline design prompt policy compare evaluate evaluate summarize explain Include figure 12 and version 1.5..,0,"creative,explanatory,long",1,52.21
2189,education,en,2025-06-28T10:43:41,user,draft,Q2189 (en/education): classify cost compare table predict risk strategy pipeline Include figure 468 and version 5.8..,0,"factual,reasoning,tabular",1,48.79
2190,food,es,2025-10-16T10:25:41,import,draft,Q2190 (es/food): pipeline embedding evaluate index strategy strategy policy visualize normalize response summarize.,0,"factual,howto,summary",1,35.91
2191,food,en,2025-08-10T09:39:41,synthetic,curated,Q2191 (en/food): benefit design prompt trend outline regulation dataset design field policy evaluate index.,0,"factual,tabular",1,37.83
2192,travel,de,2025-09-27T09:19:41,user,curated,Q2192 (de/travel): normalize risk explain normalize normalize policy dataset response Include figure 929 and version 3.9..,0,reasoning,1,54.37
2193,healthcare,es,2025-09-20T13:06:41,user,curated,Q2193 (es/healthcare): cost index prompt strategy compose regulation benefit compare dataset token benefit prompt pipeline Include figure 222 and version 4.0..,0,"howto,math,reasoning",1,58.25
2194,entertainment,es,2025-05-28T09:52:41,import,draft,Q2194 (es/entertainment): evaluate evaluate trend design trend summarize strategy evaluate analyze evaluate cost.,0,"long,short,tabular",0,33.9
2195,entertainment,en,2025-08-05T09:47:41,synthetic,draft,Q2195 (en/entertainment): impact design response explain embedding table policy compare normalize analyze outline Include figure 964 and version 1.3..,0,"factual,long,reasoning",1,52.9
2196,education,it,2025-08-28T09:53:41,synthetic,rejected,Q2196 (it/education): impact response regulation design strategy analyze design cost index response risk summarize visualize table Example: for(i=0;i<n;i++){ compute(); }.,1,summary,1,70.51
2197,education,de,2025-05-21T09:01:41,user,draft,Q2197 (de/education): prompt field design design format normalize embedding embedding outline prompt strategy.,0,math,0,24.24
2198,science,en,2025-10-07T09:18:41,import,curated,Q2198 (en/science): regulation pipeline explain field table cost strategy query.,0,reasoning,1,25.21
2199,economics,en,2025-09-13T11:07:41,user,curated,Q2199 (en/economics): analyze design outline policy field explain predict format policy.,0,"howto,reasoning,tabular",1,20.06
2200,entertainment,es,2025-11-02T09:22:41,user,draft,Q2200 (es/entertainment): normalize compare embedding compare table risk cost table impact risk cost dataset Include figure 502 and version 1.2..,0,"creative,howto",1,51.02
2201,technology,es,2025-10-20T11:49:41,user,draft,Q2201 (es/technology): benefit evaluate analyze strategy query design visualize dataset format.,0,"explanatory,long",0,23.87
2202,science,es,2025-08-06T10:45:41,user,curated,Q2202 (es/science): field response visualize outline predict evaluate classify policy query response.,0,"howto,narrative,short",1,23.84
2203,history,en,2025-09-17T10:26:41,user,curated,Q2203 (en/history): cost visualize design pipeline cost embedding format evaluate format prompt visualize query analyze classify.,0,"narrative,reasoning,tabular",0,26.11
2204,science,it,2025-05-17T18:28:41,user,curated,Q2204 (it/science): risk summarize summarize query pipeline impact format benefit classify query Example: for(i=0;i<n;i++){ compute(); } Include figure 952 and version 5.6..,1,tabular,1,74.39
2205,entertainment,en,2025-08-04T10:11:41,user,draft,Q2205 (en/entertainment): compose cost classify format index evaluate strategy analyze benefit field Include figure 467 and version 5.0..,0,"math,reasoning",0,49.93
2206,entertainment,fr,2025-09-13T11:56:41,user,curated,Q2206 (fr/entertainment): table design normalize response visualize compose policy format embedding predict evaluate classify prompt.,0,"creative,narrative,reasoning",1,47.2
2207,entertainment,en,2025-06-23T10:47:41,user,draft,Q2207 (en/entertainment): explain benefit normalize risk benefit strategy pipeline trend impact response normalize predict trend cost Include figure 842 and version 3.7..,0,code,1,57.78
2208,finance,es,2025-09-08T10:25:41,user,draft,Q2208 (es/finance): design risk classify compare compare summarize token compare prompt dataset pipeline prompt visualize compose.,0,"howto,reasoning",1,32.75
2209,sports,en,2025-06-24T10:42:41,user,curated,Q2209 (en/sports): normalize compare response pipeline trend predict compare normalize classify impact.,0,"long,reasoning",0,27.88
2210,healthcare,en,2025-05-22T10:04:41,import,curated,Q2210 (en/healthcare): prompt explain evaluate prompt design index format explain field outline regulation query compare index.,0,"short,tabular",1,36.84
2211,education,es,2025-06-03T09:23:41,synthetic,draft,Q2211 (es/education): predict response field visualize token embedding response policy token normalize analyze.,0,"creative,tabular",1,23.44
2212,entertainment,fr,2025-07-10T10:26:41,import,rejected,Q2212 (fr/entertainment): token pipeline analyze query compare impact embedding benefit strategy predict outline Include figure 295 and version 4.7..,0,"creative,long,narrative",0,47.77
2213,healthcare,fr,2025-10-28T09:45:41,import,draft,Q2213 (fr/healthcare): embedding predict compose pipeline trend strategy evaluate cost response evaluate compare response evaluate.,0,"howto,narrative",0,36.46
2214,literature,fr,2025-08-25T09:17:41,synthetic,rejected,Q2214 (fr/literature): predict field compare response dataset response prompt benefit pipeline trend table predict impact.,0,"explanatory,howto,summary",0,38.14
2215,entertainment,en,2025-08-01T13:44:41,synthetic,curated,Q2215 (en/entertainment): trend query predict benefit compare explain response summarize.,0,creative,0,39.87
2216,art,es,2025-07-29T10:13:41,user,draft,Q2216 (es/art): outline risk strategy strategy classify summarize policy token dataset table cost cost cost Include figure 119 and version 4.2..,0,"math,reasoning,tabular",1,51.37
2217,technology,it,2025-06-27T10:03:41,user,curated,Q2217 (it/technology): policy impact benefit design cost format pipeline compare token embedding query index field response.,0,"code,howto,tabular",1,35.37
2218,entertainment,es,2025-08-30T10:07:41,synthetic,rejected,Q2218 (es/entertainment): impact response table compare benefit classify design predict classify response pipeline index response.,0,long,0,35.35
2219,education,de,2025-09-17T09:07:41,import,curated,Q2219 (de/education): prompt policy policy field cost dataset compare pipeline benefit normalize dataset prompt analyze design.,0,"math,narrative",1,44.77
2220,finance,de,2025-10-15T09:48:41,user,draft,Q2220 (de/finance): risk predict summarize field dataset explain trend summarize cost dataset evaluate dataset Include figure 955 and version 5.5..,0,"code,narrative,short",1,60.38
2221,finance,en,2025-07-08T09:02:41,synthetic,curated,Q2221 (en/finance): dataset predict strategy risk compose outline strategy impact pipeline query pipeline trend risk evaluate.,0,"howto,math,short",1,39.11
2222,environment,en,2025-06-18T09:58:41,import,draft,Q2222 (en/environment): token prompt benefit impact normalize field policy risk policy analyze Include figure 863 and version 1.8..,0,"creative,howto,narrative",1,47.23
2223,finance,en,2025-05-30T09:45:41,synthetic,curated,Q2223 (en/finance): pipeline predict strategy compose embedding visualize evaluate compare policy dataset visualize design benefit.,0,howto,1,42.99
2224,art,de,2025-07-17T09:56:41,synthetic,draft,Q2224 (de/art): embedding strategy visualize visualize response query outline trend prompt summarize Include figure 173 and version 5.9..,0,"creative,long",0,43.54
2225,science,es,2025-08-14T10:57:41,user,draft,Q2225 (es/science): policy classify impact cost analyze trend response trend.,0,"howto,math,reasoning",1,18.51
2226,art,en,2025-09-29T09:44:41,import,curated,Q2226 (en/art): trend predict compare predict compare risk risk risk.,0,"explanatory,narrative",1,26.27
2227,literature,fr,2025-10-20T10:12:41,user,draft,Q2227 (fr/literature): compare analyze embedding policy compare design dataset table.,0,"math,narrative,tabular",1,22.82
2228,technology,es,2025-11-03T10:48:41,user,draft,Q2228 (es/technology): query classify response compare token policy risk design regulation trend dataset outline.,0,"code,tabular",1,30.92
2229,healthcare,en,2025-07-06T10:11:41,user,curated,Q2229 (en/healthcare): predict token dataset token pipeline cost pipeline response prompt field analyze.,0,"factual,long",0,35.74
2230,education,it,2025-10-23T10:05:41,user,draft,Q2230 (it/education): pipeline impact regulation pipeline normalize evaluate evaluate field compare explain compose.,0,math,1,28.24
2231,geography,fr,2025-08-14T12:46:41,synthetic,draft,Q2231 (fr/geography): pipeline explain token risk analyze compose response dataset analyze compose query strategy dataset compose.,0,"code,summary",1,32.59
2232,science,it,2025-06-05T10:08:41,user,rejected,Q2232 (it/science): regulation benefit query index field evaluate dataset cost pipeline explain.,0,short,1,31.95
2233,science,de,2025-10-09T10:55:41,import,draft,Q2233 (de/science): compose pipeline risk table impact summarize response regulation query.,0,"howto,reasoning",1,23.19
2234,education,fr,2025-06-11T10:11:41,import,curated,Q2234 (fr/education): format visualize outline policy analyze table pipeline embedding Example: for(i=0;i<n;i++){ compute(); } Include figure 774 and version 4.8..,1,"long,summary",1,79.7
2235,geography,de,2025-08-30T10:02:41,user,curated,Q2235 (de/geography): evaluate response analyze compose cost outline embedding outline regulation explain dataset.,0,"creative,howto,long",1,36.85
2236,healthcare,en,2025-05-23T10:51:41,import,draft,Q2236 (en/healthcare): strategy cost compare embedding outline query classify analyze.,0,"factual,long,narrative",0,19.8
2237,literature,es,2025-08-23T14:12:41,user,curated,Q2237 (es/literature): impact query normalize table policy prompt benefit index.,0,"creative,narrative,short",1,16.67
2238,entertainment,de,2025-10-11T09:24:41,user,curated,Q2238 (de/entertainment): explain predict predict design summarize normalize response impact index table summarize.,0,short,0,35.36
2239,sports,en,2025-07-09T09:42:41,user,draft,Q2239 (en/sports): regulation explain visualize index regulation embedding regulation table classify table classify pipeline.,0,"factual,long,reasoning",1,53.53
2240,healthcare,en,2025-07-07T10:14:41,import,draft,Q2240 (en/healthcare): explain benefit pipeline impact index predict strategy query predict strategy impact.,0,"explanatory,long,math",0,27.12
2241,sports,fr,2025-06-19T09:31:41,synthetic,draft,Q2241 (fr/sports): trend risk table normalize embedding regulation predict index token normalize.,0,"explanatory,math,tabular",1,20.09
2242,sports,it,2025-06-30T09:38:41,user,curated,Q2242 (it/sports): strategy analyze benefit compose summarize normalize risk summarize.,0,"creative,long",1,19.19
2243,science,it,2025-05-23T09:14:41,user,draft,Q2243 (it/science): summarize query table dataset explain normalize analyze cost design.,0,"narrative,tabular",0,27.29
